Time, Date, Latitude, Longitude, Latitudedegree, Longitudedegree, Speed, GPSangle, Altitude
15:45.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:46.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:46.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:47.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:47.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:48.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:48.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.05,34.92,21.5
15:49.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.05,34.92,21.5
15:49.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
15:50.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
15:50.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.06,34.92,21.5
15:51.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.06,34.92,21.5
15:51.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
15:52.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
15:52.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:53.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
15:53.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.16,34.92,21.5
15:54.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.16,34.92,21.5
15:54.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.06,34.92,21.5
15:55.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.06,34.92,21.5
15:55.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.07,34.92,21.5
15:56.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.07,34.92,21.5
15:56.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.11,34.92,21.5
15:57.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.11,34.92,21.5
15:57.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.05,34.92,21.5
15:58.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.05,34.92,21.5
15:58.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.04,34.92,21.5
15:59.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.04,34.92,21.5
15:59.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:00.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:00.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:01.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:01.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0,34.92,21.5
16:02.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0,34.92,21.5
16:02.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:03.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:03.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.07,34.92,21.5
16:04.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.07,34.92,21.5
16:04.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.04,34.92,21.5
16:05.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.04,34.92,21.5
16:05.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
16:06.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
16:06.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:07.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:07.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:08.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:08.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0,34.92,21.5
16:09.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0,34.92,21.5
16:09.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:10.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:10.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:11.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:11.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:12.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:12.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
16:13.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
16:13.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.1,34.92,21.5
16:14.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.1,34.92,21.5
16:14.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.1,34.92,21.5
16:15.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.1,34.92,21.5
16:15.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:16.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:16.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
16:17.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.02,34.92,21.5
16:17.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:18.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:18.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:19.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:19.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:20.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:20.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.08,34.92,21.5
16:21.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.08,34.92,21.5
16:21.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:22.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:22.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:23.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:23.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:24.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.01,34.92,21.5
16:24.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:25.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.03,34.92,21.5
16:25.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.09,34.92,21.5
16:26.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.09,34.92,21.5
16:26.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.15,34.92,21.5
16:27.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.15,34.92,21.5
16:27.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.13,34.92,21.5
16:28.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.13,34.92,21.5
16:28.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.39,34.92,21.5
16:29.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,0.39,34.92,21.5
16:29.0, 22/11/2017, 3750.0241N, 12217.5429W,37.8337,-122.2924,1.53,95.82,21.5
16:30.0, 22/11/2017, 3750.0239N, 12217.5419W,37.8337,-122.2924,1.53,95.82,21.5
16:30.0, 22/11/2017, 3750.0239N, 12217.5419W,37.8337,-122.2924,1.99,97.87,21.5
16:31.0, 22/11/2017, 3750.0236N, 12217.5410W,37.8337,-122.2924,1.99,97.87,21.5
16:31.0, 22/11/2017, 3750.0236N, 12217.5410W,37.8337,-122.2924,1.98,106.86,21.5
16:32.0, 22/11/2017, 3750.0227N, 12217.5410W,37.8337,-122.2924,1.98,106.86,21.5
16:32.0, 22/11/2017, 3750.0227N, 12217.5410W,37.8337,-122.2924,2.23,148.89,21.5
16:33.0, 22/11/2017, 3750.0217N, 12217.5400W,37.8337,-122.2923,2.23,148.89,21.6
16:33.0, 22/11/2017, 3750.0217N, 12217.5400W,37.8337,-122.2923,2.68,178.77,21.6
16:34.0, 22/11/2017, 3750.0205N, 12217.5400W,37.8337,-122.2923,2.68,178.77,21.7
16:34.0, 22/11/2017, 3750.0205N, 12217.5400W,37.8337,-122.2923,2.84,181.29,21.7
16:35.0, 22/11/2017, 3750.0192N, 12217.5400W,37.8337,-122.2923,2.84,181.29,21.8
16:35.0, 22/11/2017, 3750.0192N, 12217.5400W,37.8337,-122.2923,2.87,175.41,21.8
16:36.0, 22/11/2017, 3750.0183N, 12217.5400W,37.8336,-122.2923,2.87,175.41,21.8
16:36.0, 22/11/2017, 3750.0183N, 12217.5400W,37.8336,-122.2923,2.71,178.2,21.8
16:37.0, 22/11/2017, 3750.0175N, 12217.5380W,37.8336,-122.2923,2.71,178.2,21.8
16:37.0, 22/11/2017, 3750.0175N, 12217.5380W,37.8336,-122.2923,3.25,174.6,21.8
16:38.0, 22/11/2017, 3750.0166N, 12217.5371W,37.8336,-122.2923,3.25,174.6,21.8
16:38.0, 22/11/2017, 3750.0166N, 12217.5371W,37.8336,-122.2923,2.94,178.77,21.8
16:39.0, 22/11/2017, 3750.0158N, 12217.5351W,37.8336,-122.2923,2.94,178.77,21.8
16:39.0, 22/11/2017, 3750.0158N, 12217.5351W,37.8336,-122.2923,2.18,193.89,21.8
16:40.0, 22/11/2017, 3750.0141N, 12217.5341W,37.8336,-122.2922,2.18,193.89,21.8
16:40.0, 22/11/2017, 3750.0141N, 12217.5341W,37.8336,-122.2922,1.98,175.73,21.8
16:41.0, 22/11/2017, 3750.0107N, 12217.5341W,37.8335,-122.2922,1.98,175.73,21.5
16:41.0, 22/11/2017, 3750.0107N, 12217.5341W,37.8335,-122.2922,2.26,167.58,21.5
16:42.0, 22/11/2017, 3750.0078N, 12217.5361W,37.8335,-122.2923,2.26,167.58,21.4
16:42.0, 22/11/2017, 3750.0078N, 12217.5361W,37.8335,-122.2923,2.32,177.35,21.4
16:43.0, 22/11/2017, 3750.0061N, 12217.5371W,37.8334,-122.2923,2.32,177.35,21.4
16:43.0, 22/11/2017, 3750.0061N, 12217.5371W,37.8334,-122.2923,2.1,177.34,21.4
16:44.0, 22/11/2017, 3750.0046N, 12217.5371W,37.8334,-122.2923,2.1,177.34,21.5
16:44.0, 22/11/2017, 3750.0046N, 12217.5371W,37.8334,-122.2923,2.1,174.29,21.5
16:45.0, 22/11/2017, 3750.0039N, 12217.5380W,37.8334,-122.2923,2.1,174.29,21.4
16:45.0, 22/11/2017, 3750.0039N, 12217.5380W,37.8334,-122.2923,1.26,193.3,21.4
16:46.0, 22/11/2017, 3750.0036N, 12217.5390W,37.8334,-122.2923,1.26,193.3,21.3
16:46.0, 22/11/2017, 3750.0036N, 12217.5390W,37.8334,-122.2923,0.9,193.54,21.3
16:47.0, 22/11/2017, 3750.0034N, 12217.5390W,37.8334,-122.2923,0.9,193.54,21.4
16:47.0, 22/11/2017, 3750.0034N, 12217.5390W,37.8334,-122.2923,1.08,199.55,21.4
16:48.0, 22/11/2017, 3750.0031N, 12217.5400W,37.8334,-122.2923,1.08,199.55,21.4
16:48.0, 22/11/2017, 3750.0031N, 12217.5400W,37.8334,-122.2923,1.1,213.87,21.4
16:49.0, 22/11/2017, 3750.0029N, 12217.5400W,37.8334,-122.2923,1.1,213.87,21.6
16:49.0, 22/11/2017, 3750.0029N, 12217.5400W,37.8334,-122.2923,1.04,196.27,21.6
16:50.0, 22/11/2017, 3750.0029N, 12217.5400W,37.8334,-122.2923,1.04,196.27,21.5
16:50.0, 22/11/2017, 3750.0029N, 12217.5400W,37.8334,-122.2923,0.33,196.27,21.5
16:51.0, 22/11/2017, 3750.0031N, 12217.5410W,37.8334,-122.2924,0.33,196.27,21.3
16:51.0, 22/11/2017, 3750.0031N, 12217.5410W,37.8334,-122.2924,0.14,196.27,21.3
16:52.0, 22/11/2017, 3750.0036N, 12217.5410W,37.8334,-122.2924,0.14,196.27,21.1
16:52.0, 22/11/2017, 3750.0036N, 12217.5410W,37.8334,-122.2924,0.19,196.27,21.1
16:53.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.19,196.27,21
16:53.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.15,196.27,21
16:54.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.15,196.27,21.1
16:54.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.52,196.27,21.1
16:55.0, 22/11/2017, 3750.0036N, 12217.5410W,37.8334,-122.2924,0.52,196.27,21.1
16:55.0, 22/11/2017, 3750.0036N, 12217.5410W,37.8334,-122.2924,0.6,196.27,21.1
16:56.0, 22/11/2017, 3750.0036N, 12217.5410W,37.8334,-122.2924,0.6,196.27,21
16:56.0, 22/11/2017, 3750.0036N, 12217.5410W,37.8334,-122.2924,0.59,196.27,21
16:57.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.59,196.27,21.2
16:57.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.38,196.27,21.2
16:58.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.38,196.27,21.1
16:58.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.35,202.14,21.1
16:59.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.35,202.14,21.1
16:59.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.33,198.31,21.1
17:00.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.33,198.31,21.2
17:00.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.24,194.19,21.2
17:01.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.24,194.19,21.2
17:01.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.15,192.92,21.2
17:02.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.15,192.92,21.2
17:02.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.08,191.72,21.2
17:03.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.08,191.72,21.2
17:03.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.06,191.72,21.2
17:04.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.06,191.72,21.2
17:04.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.1,191.72,21.2
17:05.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.1,191.72,21.3
17:05.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.07,191.72,21.3
17:06.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.07,191.72,21.3
17:06.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.01,191.72,21.3
17:07.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.01,191.72,21.3
17:07.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.05,191.72,21.3
17:08.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.05,191.72,21.3
17:08.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.16,191.72,21.3
17:09.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.16,191.72,21.4
17:09.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.29,191.72,21.4
17:10.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.29,191.72,21.4
17:10.0, 22/11/2017, 3750.0039N, 12217.5410W,37.8334,-122.2924,0.39,191.72,21.4
17:11.0, 22/11/2017, 3750.0041N, 12217.5410W,37.8334,-122.2924,0.39,191.72,21.4
17:11.0, 22/11/2017, 3750.0041N, 12217.5410W,37.8334,-122.2924,0.44,2.84,21.4
17:12.0, 22/11/2017, 3750.0041N, 12217.5410W,37.8334,-122.2924,0.44,2.84,21.5
17:12.0, 22/11/2017, 3750.0041N, 12217.5410W,37.8334,-122.2924,0.45,1.41,21.5
17:13.0, 22/11/2017, 3750.0043N, 12217.5410W,37.8334,-122.2924,0.45,1.41,21.5
17:13.0, 22/11/2017, 3750.0043N, 12217.5410W,37.8334,-122.2924,0.52,3.28,21.5
17:14.0, 22/11/2017, 3750.0043N, 12217.5410W,37.8334,-122.2924,0.52,3.28,21.6
17:14.0, 22/11/2017, 3750.0043N, 12217.5410W,37.8334,-122.2924,0.47,3.52,21.6
17:15.0, 22/11/2017, 3750.0046N, 12217.5410W,37.8334,-122.2924,0.47,3.52,21.6
17:15.0, 22/11/2017, 3750.0046N, 12217.5410W,37.8334,-122.2924,0.49,3.15,21.6
17:16.0, 22/11/2017, 3750.0046N, 12217.5410W,37.8334,-122.2924,0.49,3.15,21.6
17:16.0, 22/11/2017, 3750.0046N, 12217.5410W,37.8334,-122.2924,0.48,2.44,21.6
17:17.0, 22/11/2017, 3750.0048N, 12217.5410W,37.8334,-122.2924,0.48,2.44,21.7
17:17.0, 22/11/2017, 3750.0048N, 12217.5410W,37.8334,-122.2924,0.5,2.06,21.7
17:18.0, 22/11/2017, 3750.0048N, 12217.5410W,37.8334,-122.2924,0.5,2.06,21.7
17:18.0, 22/11/2017, 3750.0048N, 12217.5410W,37.8334,-122.2924,0.56,4.31,21.7
17:19.0, 22/11/2017, 3750.0051N, 12217.5410W,37.8334,-122.2924,0.56,4.31,21.8
17:19.0, 22/11/2017, 3750.0051N, 12217.5410W,37.8334,-122.2924,0.55,5.64,21.8
17:20.0, 22/11/2017, 3750.0053N, 12217.5410W,37.8334,-122.2924,0.55,5.64,21.8
17:20.0, 22/11/2017, 3750.0053N, 12217.5410W,37.8334,-122.2924,0.5,3.83,21.8
17:21.0, 22/11/2017, 3750.0056N, 12217.5410W,37.8334,-122.2924,0.5,3.83,21.9
17:21.0, 22/11/2017, 3750.0056N, 12217.5410W,37.8334,-122.2924,0.51,2.64,21.9
17:22.0, 22/11/2017, 3750.0056N, 12217.5410W,37.8334,-122.2924,0.51,2.64,21.9
17:22.0, 22/11/2017, 3750.0056N, 12217.5410W,37.8334,-122.2924,0.53,0.21,21.9
17:23.0, 22/11/2017, 3750.0058N, 12217.5410W,37.8334,-122.2924,0.53,0.21,22
17:23.0, 22/11/2017, 3750.0058N, 12217.5410W,37.8334,-122.2924,0.6,356.42,22
17:24.0, 22/11/2017, 3750.0061N, 12217.5410W,37.8334,-122.2924,0.6,356.42,22
17:24.0, 22/11/2017, 3750.0061N, 12217.5410W,37.8334,-122.2924,0.59,352.71,22
17:25.0, 22/11/2017, 3750.0063N, 12217.5410W,37.8334,-122.2924,0.59,352.71,22
17:25.0, 22/11/2017, 3750.0063N, 12217.5410W,37.8334,-122.2924,0.58,348.33,22
17:26.0, 22/11/2017, 3750.0070N, 12217.5410W,37.8334,-122.2924,0.58,348.33,22.8
17:26.0, 22/11/2017, 3750.0070N, 12217.5410W,37.8334,-122.2924,0.57,348.33,22.8
17:27.0, 22/11/2017, 3750.0080N, 12217.5410W,37.8335,-122.2924,0.57,348.33,23.8
17:27.0, 22/11/2017, 3750.0080N, 12217.5410W,37.8335,-122.2924,0.65,343.4,23.8
17:28.0, 22/11/2017, 3750.0083N, 12217.5410W,37.8335,-122.2924,0.65,343.4,24.2
17:28.0, 22/11/2017, 3750.0083N, 12217.5410W,37.8335,-122.2924,0.67,339.7,24.2
17:29.0, 22/11/2017, 3750.0087N, 12217.5419W,37.8335,-122.2924,0.67,339.7,24.4
17:29.0, 22/11/2017, 3750.0087N, 12217.5419W,37.8335,-122.2924,0.92,320.67,24.4
17:30.0, 22/11/2017, 3750.0087N, 12217.5429W,37.8335,-122.2924,0.92,320.67,24.5
17:30.0, 22/11/2017, 3750.0087N, 12217.5429W,37.8335,-122.2924,1.33,298.75,24.5
17:31.0, 22/11/2017, 3750.0078N, 12217.5439W,37.8335,-122.2924,1.33,298.75,24.3
17:31.0, 22/11/2017, 3750.0078N, 12217.5439W,37.8335,-122.2924,2.17,274.91,24.3
17:32.0, 22/11/2017, 3750.0080N, 12217.5458W,37.8335,-122.2924,2.17,274.91,24.5
17:32.0, 22/11/2017, 3750.0080N, 12217.5458W,37.8335,-122.2924,4.74,279.29,24.5
17:33.0, 22/11/2017, 3750.0085N, 12217.5488W,37.8335,-122.2925,4.74,279.29,24.8
17:33.0, 22/11/2017, 3750.0085N, 12217.5488W,37.8335,-122.2925,5.82,277.29,24.8
17:34.0, 22/11/2017, 3750.0087N, 12217.5517W,37.8335,-122.2925,5.82,277.29,24.9
17:34.0, 22/11/2017, 3750.0087N, 12217.5517W,37.8335,-122.2925,6.16,277.52,24.9
17:35.0, 22/11/2017, 3750.0095N, 12217.5537W,37.8335,-122.2926,6.16,277.52,24.9
17:35.0, 22/11/2017, 3750.0095N, 12217.5537W,37.8335,-122.2926,6.19,283.2,24.9
17:36.0, 22/11/2017, 3750.0104N, 12217.5566W,37.8335,-122.2926,6.19,283.2,25
17:36.0, 22/11/2017, 3750.0104N, 12217.5566W,37.8335,-122.2926,6.24,280.49,25
17:37.0, 22/11/2017, 3750.0107N, 12217.5595W,37.8335,-122.2927,6.24,280.49,25
17:37.0, 22/11/2017, 3750.0107N, 12217.5595W,37.8335,-122.2927,6.78,276.42,25
17:38.0, 22/11/2017, 3750.0109N, 12217.5615W,37.8335,-122.2927,6.78,276.42,25
17:38.0, 22/11/2017, 3750.0109N, 12217.5615W,37.8335,-122.2927,6.07,277.53,25
17:39.0, 22/11/2017, 3750.0109N, 12217.5634W,37.8335,-122.2927,6.07,277.53,25.1
17:39.0, 22/11/2017, 3750.0109N, 12217.5634W,37.8335,-122.2927,6.14,266.11,25.1
17:40.0, 22/11/2017, 3750.0122N, 12217.5664W,37.8335,-122.2928,6.14,266.11,25.3
17:40.0, 22/11/2017, 3750.0122N, 12217.5664W,37.8335,-122.2928,5.98,265.64,25.3
17:41.0, 22/11/2017, 3750.0136N, 12217.5693W,37.8336,-122.2928,5.98,265.64,25.4
17:41.0, 22/11/2017, 3750.0136N, 12217.5693W,37.8336,-122.2928,6.2,265.87,25.4
17:42.0, 22/11/2017, 3750.0153N, 12217.5722W,37.8336,-122.2929,6.2,265.87,25.5
17:42.0, 22/11/2017, 3750.0153N, 12217.5722W,37.8336,-122.2929,5.62,275.27,25.5
17:43.0, 22/11/2017, 3750.0161N, 12217.5742W,37.8336,-122.2929,5.62,275.27,25.5
17:43.0, 22/11/2017, 3750.0161N, 12217.5742W,37.8336,-122.2929,4.97,273.97,25.5
17:44.0, 22/11/2017, 3750.0163N, 12217.5761W,37.8336,-122.2929,4.97,273.97,25.5
17:44.0, 22/11/2017, 3750.0163N, 12217.5761W,37.8336,-122.2929,5.18,282.52,25.5
