Time, Date, Latitude, Longitude, Latitudedegree, Longitudedegree, Speed, GPSangle, Altitude
03:11.0, 17/11/2017, 3751.4541N, 12215.7871W,37.8576,-122.2631,0.26,134.64,147
03:12.0, 17/11/2017, 3751.4541N, 12215.7871W,37.8576,-122.2631,0.26,134.64,146.3
03:12.0, 17/11/2017, 3751.4541N, 12215.7871W,37.8576,-122.2631,0.22,109.81,146.3
03:13.0, 17/11/2017, 3751.4541N, 12215.7880W,37.8576,-122.2631,0.22,109.81,145.1
03:13.0, 17/11/2017, 3751.4541N, 12215.7880W,37.8576,-122.2631,0.15,139.61,145.1
03:14.0, 17/11/2017, 3751.4545N, 12215.7880W,37.8576,-122.2631,0.15,139.61,144
03:14.0, 17/11/2017, 3751.4545N, 12215.7880W,37.8576,-122.2631,0.07,41.97,144
03:15.0, 17/11/2017, 3751.4545N, 12215.7880W,37.8576,-122.2631,0.07,41.97,143.1
03:15.0, 17/11/2017, 3751.4545N, 12215.7880W,37.8576,-122.2631,0.09,345.75,143.1
03:16.0, 17/11/2017, 3751.4545N, 12215.7880W,37.8576,-122.2631,0.09,345.75,142.1
03:16.0, 17/11/2017, 3751.4545N, 12215.7880W,37.8576,-122.2631,0.2,305.37,142.1
03:17.0, 17/11/2017, 3751.4543N, 12215.7880W,37.8576,-122.2631,0.2,305.37,141.5
03:17.0, 17/11/2017, 3751.4543N, 12215.7880W,37.8576,-122.2631,0.04,324.88,141.5
03:18.0, 17/11/2017, 3751.4541N, 12215.7880W,37.8576,-122.2631,0.04,324.88,141
03:18.0, 17/11/2017, 3751.4541N, 12215.7880W,37.8576,-122.2631,0.18,142.85,141
03:19.0, 17/11/2017, 3751.4611N, 12215.7949W,37.8577,-122.2633,0.18,142.85,129.3
03:19.0, 17/11/2017, 3751.4611N, 12215.7949W,37.8577,-122.2633,0.19,310.53,129.3
03:20.0, 17/11/2017, 3751.4709N, 12215.8066W,37.8578,-122.2634,0.19,310.53,125.4
03:20.0, 17/11/2017, 3751.4709N, 12215.8066W,37.8578,-122.2634,0.2,14.44,125.4
03:21.0, 17/11/2017, 3751.4709N, 12215.8076W,37.8578,-122.2635,0.2,14.44,121.3
03:21.0, 17/11/2017, 3751.4709N, 12215.8076W,37.8578,-122.2635,0.07,44.41,121.3
03:22.0, 17/11/2017, 3751.4707N, 12215.8066W,37.8578,-122.2634,0.07,44.41,118.9
03:22.0, 17/11/2017, 3751.4707N, 12215.8066W,37.8578,-122.2634,0.11,96.95,118.9
03:23.0, 17/11/2017, 3751.4702N, 12215.8046W,37.8578,-122.2634,0.11,96.95,117
03:23.0, 17/11/2017, 3751.4702N, 12215.8046W,37.8578,-122.2634,0.04,134.35,117
03:24.0, 17/11/2017, 3751.4709N, 12215.8046W,37.8578,-122.2634,0.04,134.35,114.8
03:24.0, 17/11/2017, 3751.4709N, 12215.8046W,37.8578,-122.2634,0.17,172.64,114.8
03:25.0, 17/11/2017, 3751.4714N, 12215.8046W,37.8579,-122.2634,0.17,172.64,111.8
03:25.0, 17/11/2017, 3751.4714N, 12215.8046W,37.8579,-122.2634,0.1,104.95,111.8
03:26.0, 17/11/2017, 3751.4721N, 12215.8046W,37.8579,-122.2634,0.1,104.95,109.7
03:26.0, 17/11/2017, 3751.4721N, 12215.8046W,37.8579,-122.2634,0.01,108.59,109.7
03:27.0, 17/11/2017, 3751.4721N, 12215.8037W,37.8579,-122.2634,0.01,108.59,107.7
03:27.0, 17/11/2017, 3751.4721N, 12215.8037W,37.8579,-122.2634,0.01,42.57,107.7
03:28.0, 17/11/2017, 3751.4719N, 12215.8027W,37.8579,-122.2634,0.01,42.57,106.1
03:28.0, 17/11/2017, 3751.4719N, 12215.8027W,37.8579,-122.2634,0.4,77.48,106.1
03:29.0, 17/11/2017, 3751.4719N, 12215.8017W,37.8579,-122.2634,0.4,77.48,104.8
03:29.0, 17/11/2017, 3751.4719N, 12215.8017W,37.8579,-122.2634,1.59,87.63,104.8
03:30.0, 17/11/2017, 3751.4729N, 12215.8007W,37.8579,-122.2633,1.59,87.63,103.4
03:30.0, 17/11/2017, 3751.4729N, 12215.8007W,37.8579,-122.2633,6.87,76.2,103.4
03:31.0, 17/11/2017, 3751.4733N, 12215.7968W,37.8579,-122.2633,6.87,76.2,102.2
03:31.0, 17/11/2017, 3751.4733N, 12215.7968W,37.8579,-122.2633,10.09,81.86,102.2
03:32.0, 17/11/2017, 3751.4741N, 12215.7929W,37.8579,-122.2632,10.09,81.86,101
03:32.0, 17/11/2017, 3751.4741N, 12215.7929W,37.8579,-122.2632,12.61,77.76,101
03:33.0, 17/11/2017, 3751.4748N, 12215.7871W,37.8579,-122.2631,12.61,77.76,100
03:33.0, 17/11/2017, 3751.4748N, 12215.7871W,37.8579,-122.2631,13.96,76.56,100
03:34.0, 17/11/2017, 3751.4758N, 12215.7822W,37.8579,-122.263,13.96,76.56,99.4
03:34.0, 17/11/2017, 3751.4758N, 12215.7822W,37.8579,-122.263,15.53,76.57,99.4
03:35.0, 17/11/2017, 3751.4772N, 12215.7763W,37.858,-122.2629,15.53,76.57,98.7
03:35.0, 17/11/2017, 3751.4772N, 12215.7763W,37.858,-122.2629,17.06,73.28,98.7
03:36.0, 17/11/2017, 3751.4787N, 12215.7695W,37.858,-122.2628,17.06,73.28,98
03:36.0, 17/11/2017, 3751.4787N, 12215.7695W,37.858,-122.2628,18.2,75.28,98
03:37.0, 17/11/2017, 3751.4802N, 12215.7636W,37.858,-122.2627,18.2,75.28,97
03:37.0, 17/11/2017, 3751.4802N, 12215.7636W,37.858,-122.2627,18.95,76.25,97
03:38.0, 17/11/2017, 3751.4814N, 12215.7568W,37.858,-122.2626,18.95,76.25,96
03:38.0, 17/11/2017, 3751.4814N, 12215.7568W,37.858,-122.2626,18.69,79,96
03:39.0, 17/11/2017, 3751.4824N, 12215.7500W,37.858,-122.2625,18.69,79,95.4
03:39.0, 17/11/2017, 3751.4824N, 12215.7500W,37.858,-122.2625,18.13,79.1,95.4
03:40.0, 17/11/2017, 3751.4833N, 12215.7441W,37.8581,-122.2624,18.13,79.1,94.8
03:40.0, 17/11/2017, 3751.4833N, 12215.7441W,37.8581,-122.2624,17.02,81.26,94.8
03:41.0, 17/11/2017, 3751.4841N, 12215.7373W,37.8581,-122.2623,17.02,81.26,94.2
03:41.0, 17/11/2017, 3751.4841N, 12215.7373W,37.8581,-122.2623,17.07,79.6,94.2
03:42.0, 17/11/2017, 3751.4851N, 12215.7324W,37.8581,-122.2622,17.07,79.6,93.3
03:42.0, 17/11/2017, 3751.4851N, 12215.7324W,37.8581,-122.2622,15.87,79.23,93.3
03:43.0, 17/11/2017, 3751.4858N, 12215.7265W,37.8581,-122.2621,15.87,79.23,92.8
03:43.0, 17/11/2017, 3751.4858N, 12215.7265W,37.8581,-122.2621,14.59,81.78,92.8
03:44.0, 17/11/2017, 3751.4863N, 12215.7216W,37.8581,-122.262,14.59,81.78,92.3
03:44.0, 17/11/2017, 3751.4863N, 12215.7216W,37.8581,-122.262,13.36,83.82,92.3
03:45.0, 17/11/2017, 3751.4873N, 12215.7177W,37.8581,-122.262,13.36,83.82,91.6
03:45.0, 17/11/2017, 3751.4873N, 12215.7177W,37.8581,-122.262,10.57,80.39,91.6
03:46.0, 17/11/2017, 3751.4875N, 12215.7148W,37.8581,-122.2619,10.57,80.39,90.6
03:46.0, 17/11/2017, 3751.4875N, 12215.7148W,37.8581,-122.2619,7.25,83.51,90.6
03:47.0, 17/11/2017, 3751.4875N, 12215.7128W,37.8581,-122.2619,7.25,83.51,90.1
03:47.0, 17/11/2017, 3751.4875N, 12215.7128W,37.8581,-122.2619,4.45,93.57,90.1
03:48.0, 17/11/2017, 3751.4875N, 12215.7119W,37.8581,-122.2619,4.45,93.57,89.1
03:48.0, 17/11/2017, 3751.4875N, 12215.7119W,37.8581,-122.2619,4.46,103.19,89.1
03:49.0, 17/11/2017, 3751.4868N, 12215.7099W,37.8581,-122.2618,4.46,103.19,88.7
03:49.0, 17/11/2017, 3751.4868N, 12215.7099W,37.8581,-122.2618,6.89,124.88,88.7
03:50.0, 17/11/2017, 3751.4841N, 12215.7080W,37.8581,-122.2618,6.89,124.88,88.1
03:50.0, 17/11/2017, 3751.4841N, 12215.7080W,37.8581,-122.2618,11.46,146.94,88.1
03:51.0, 17/11/2017, 3751.4804N, 12215.7060W,37.858,-122.2618,11.46,146.94,87.5
03:51.0, 17/11/2017, 3751.4804N, 12215.7060W,37.858,-122.2618,15.91,160.6,87.5
03:52.0, 17/11/2017, 3751.4755N, 12215.7041W,37.8579,-122.2617,15.91,160.6,87
03:52.0, 17/11/2017, 3751.4755N, 12215.7041W,37.8579,-122.2617,19.56,164.76,87
03:53.0, 17/11/2017, 3751.4699N, 12215.7031W,37.8578,-122.2617,19.56,164.76,86.5
03:53.0, 17/11/2017, 3751.4699N, 12215.7031W,37.8578,-122.2617,20.97,169.66,86.5
03:54.0, 17/11/2017, 3751.4643N, 12215.7021W,37.8577,-122.2617,20.97,169.66,85.9
03:54.0, 17/11/2017, 3751.4643N, 12215.7021W,37.8577,-122.2617,20.01,172.71,85.9
03:55.0, 17/11/2017, 3751.4592N, 12215.7011W,37.8577,-122.2617,20.01,172.71,85.2
03:55.0, 17/11/2017, 3751.4592N, 12215.7011W,37.8577,-122.2617,18.48,171.89,85.2
03:56.0, 17/11/2017, 3751.4543N, 12215.7001W,37.8576,-122.2617,18.48,171.89,84.5
03:56.0, 17/11/2017, 3751.4543N, 12215.7001W,37.8576,-122.2617,17.07,170.74,84.5
03:57.0, 17/11/2017, 3751.4499N, 12215.6992W,37.8575,-122.2617,17.07,170.74,84
03:57.0, 17/11/2017, 3751.4499N, 12215.6992W,37.8575,-122.2617,15.41,170.72,84
03:58.0, 17/11/2017, 3751.4462N, 12215.6982W,37.8574,-122.2616,15.41,170.72,83.5
03:58.0, 17/11/2017, 3751.4462N, 12215.6982W,37.8574,-122.2616,11.79,172.66,83.5
03:59.0, 17/11/2017, 3751.4433N, 12215.6982W,37.8574,-122.2616,11.79,172.66,83.1
03:59.0, 17/11/2017, 3751.4433N, 12215.6982W,37.8574,-122.2616,10.25,174.19,83.1
04:00.0, 17/11/2017, 3751.4416N, 12215.6972W,37.8574,-122.2616,10.25,174.19,82.7
04:00.0, 17/11/2017, 3751.4416N, 12215.6972W,37.8574,-122.2616,6.44,173.12,82.7
04:01.0, 17/11/2017, 3751.4399N, 12215.6972W,37.8573,-122.2616,6.44,173.12,82.1
04:01.0, 17/11/2017, 3751.4399N, 12215.6972W,37.8573,-122.2616,5.6,175.03,82.1
04:02.0, 17/11/2017, 3751.4387N, 12215.6982W,37.8573,-122.2616,5.6,175.03,81.2
04:02.0, 17/11/2017, 3751.4387N, 12215.6982W,37.8573,-122.2616,6.08,191.62,81.2
04:03.0, 17/11/2017, 3751.4375N, 12215.7001W,37.8573,-122.2617,6.08,191.62,80.6
04:03.0, 17/11/2017, 3751.4375N, 12215.7001W,37.8573,-122.2617,5.86,209.7,80.6
04:04.0, 17/11/2017, 3751.4360N, 12215.7011W,37.8573,-122.2617,5.86,209.7,80.4
04:04.0, 17/11/2017, 3751.4360N, 12215.7011W,37.8573,-122.2617,6.12,222.58,80.4
04:05.0, 17/11/2017, 3751.4353N, 12215.7041W,37.8573,-122.2617,6.12,222.58,80
04:05.0, 17/11/2017, 3751.4353N, 12215.7041W,37.8573,-122.2617,7.43,247.02,80
04:06.0, 17/11/2017, 3751.4343N, 12215.7089W,37.8572,-122.2618,7.43,247.02,79.7
04:06.0, 17/11/2017, 3751.4343N, 12215.7089W,37.8572,-122.2618,11.27,255.69,79.7
04:07.0, 17/11/2017, 3751.4335N, 12215.7128W,37.8572,-122.2619,11.27,255.69,79.4
04:07.0, 17/11/2017, 3751.4335N, 12215.7128W,37.8572,-122.2619,12.95,258.15,79.4
04:08.0, 17/11/2017, 3751.4331N, 12215.7187W,37.8572,-122.262,12.95,258.15,79
04:08.0, 17/11/2017, 3751.4331N, 12215.7187W,37.8572,-122.262,14.53,259.56,79
04:09.0, 17/11/2017, 3751.4323N, 12215.7246W,37.8572,-122.2621,14.53,259.56,78.6
04:09.0, 17/11/2017, 3751.4323N, 12215.7246W,37.8572,-122.2621,16.21,258.25,78.6
04:10.0, 17/11/2017, 3751.4313N, 12215.7304W,37.8572,-122.2622,16.21,258.25,78.2
04:10.0, 17/11/2017, 3751.4313N, 12215.7304W,37.8572,-122.2622,17.32,257.64,78.2
04:11.0, 17/11/2017, 3751.4304N, 12215.7363W,37.8572,-122.2623,17.32,257.64,77.8
04:11.0, 17/11/2017, 3751.4304N, 12215.7363W,37.8572,-122.2623,17.65,255.88,77.8
04:12.0, 17/11/2017, 3751.4296N, 12215.7421W,37.8572,-122.2624,17.65,255.88,77.4
04:12.0, 17/11/2017, 3751.4296N, 12215.7421W,37.8572,-122.2624,17.04,259.92,77.4
04:13.0, 17/11/2017, 3751.4291N, 12215.7480W,37.8572,-122.2625,17.04,259.92,77
04:13.0, 17/11/2017, 3751.4291N, 12215.7480W,37.8572,-122.2625,16.76,260.1,77
04:14.0, 17/11/2017, 3751.4282N, 12215.7548W,37.8571,-122.2626,16.76,260.1,76.6
04:14.0, 17/11/2017, 3751.4282N, 12215.7548W,37.8571,-122.2626,17.67,260.67,76.6
04:15.0, 17/11/2017, 3751.4277N, 12215.7607W,37.8571,-122.2627,17.67,260.67,76.2
04:15.0, 17/11/2017, 3751.4277N, 12215.7607W,37.8571,-122.2627,17.87,262.45,76.2
04:16.0, 17/11/2017, 3751.4270N, 12215.7666W,37.8571,-122.2628,17.87,262.45,75.8
04:16.0, 17/11/2017, 3751.4270N, 12215.7666W,37.8571,-122.2628,17.81,260.48,75.8
04:17.0, 17/11/2017, 3751.4262N, 12215.7734W,37.8571,-122.2629,17.81,260.48,75.3
04:17.0, 17/11/2017, 3751.4262N, 12215.7734W,37.8571,-122.2629,17.17,259.6,75.3
04:18.0, 17/11/2017, 3751.4255N, 12215.7783W,37.8571,-122.263,17.17,259.6,74.8
04:18.0, 17/11/2017, 3751.4255N, 12215.7783W,37.8571,-122.263,16.18,261.18,74.8
04:19.0, 17/11/2017, 3751.4250N, 12215.7851W,37.8571,-122.2631,16.18,261.18,74.1
04:19.0, 17/11/2017, 3751.4250N, 12215.7851W,37.8571,-122.2631,16.53,259.29,74.1
04:20.0, 17/11/2017, 3751.4243N, 12215.7910W,37.8571,-122.2632,16.53,259.29,73.8
04:20.0, 17/11/2017, 3751.4243N, 12215.7910W,37.8571,-122.2632,16.56,258.55,73.8
04:21.0, 17/11/2017, 3751.4233N, 12215.7968W,37.8571,-122.2633,16.56,258.55,73.4
04:21.0, 17/11/2017, 3751.4233N, 12215.7968W,37.8571,-122.2633,16.56,260.88,73.4
04:22.0, 17/11/2017, 3751.4228N, 12215.8017W,37.857,-122.2634,16.56,260.88,73
04:22.0, 17/11/2017, 3751.4228N, 12215.8017W,37.857,-122.2634,16.5,262.03,73
04:23.0, 17/11/2017, 3751.4226N, 12215.8076W,37.857,-122.2635,16.5,262.03,72.6
04:23.0, 17/11/2017, 3751.4226N, 12215.8076W,37.857,-122.2635,16.12,264.46,72.6
04:24.0, 17/11/2017, 3751.4221N, 12215.8125W,37.857,-122.2635,16.12,264.46,72.3
04:24.0, 17/11/2017, 3751.4221N, 12215.8125W,37.857,-122.2635,14.38,262.62,72.3
04:25.0, 17/11/2017, 3751.4218N, 12215.8173W,37.857,-122.2636,14.38,262.62,72
04:25.0, 17/11/2017, 3751.4218N, 12215.8173W,37.857,-122.2636,12.95,260.59,72
04:26.0, 17/11/2017, 3751.4221N, 12215.8193W,37.857,-122.2637,12.95,260.59,71.6
04:26.0, 17/11/2017, 3751.4221N, 12215.8193W,37.857,-122.2637,8.9,266.04,71.6
04:27.0, 17/11/2017, 3751.4221N, 12215.8222W,37.857,-122.2637,8.9,266.04,71.1
04:27.0, 17/11/2017, 3751.4221N, 12215.8222W,37.857,-122.2637,6.1,266.92,71.1
04:28.0, 17/11/2017, 3751.4223N, 12215.8242W,37.857,-122.2637,6.1,266.92,70.8
04:28.0, 17/11/2017, 3751.4223N, 12215.8242W,37.857,-122.2637,6.07,278.39,70.8
04:29.0, 17/11/2017, 3751.4226N, 12215.8261W,37.857,-122.2638,6.07,278.39,70.5
04:29.0, 17/11/2017, 3751.4226N, 12215.8261W,37.857,-122.2638,7.49,277.44,70.5
04:30.0, 17/11/2017, 3751.4226N, 12215.8291W,37.857,-122.2638,7.49,277.44,70.1
04:30.0, 17/11/2017, 3751.4226N, 12215.8291W,37.857,-122.2638,9.21,266.62,70.1
04:31.0, 17/11/2017, 3751.4221N, 12215.8330W,37.857,-122.2639,9.21,266.62,69.5
04:31.0, 17/11/2017, 3751.4221N, 12215.8330W,37.857,-122.2639,11.57,252.29,69.5
04:32.0, 17/11/2017, 3751.4211N, 12215.8378W,37.857,-122.264,11.57,252.29,68.8
04:32.0, 17/11/2017, 3751.4211N, 12215.8378W,37.857,-122.264,13.63,252.42,68.8
04:33.0, 17/11/2017, 3751.4204N, 12215.8427W,37.857,-122.264,13.63,252.42,67.9
04:33.0, 17/11/2017, 3751.4204N, 12215.8427W,37.857,-122.264,15.05,255.81,67.9
04:34.0, 17/11/2017, 3751.4196N, 12215.8486W,37.857,-122.2641,15.05,255.81,67.1
04:34.0, 17/11/2017, 3751.4196N, 12215.8486W,37.857,-122.2641,16.96,260.68,67.1
04:35.0, 17/11/2017, 3751.4189N, 12215.8544W,37.857,-122.2642,16.96,260.68,66.5
04:35.0, 17/11/2017, 3751.4189N, 12215.8544W,37.857,-122.2642,18.75,261.4,66.5
04:36.0, 17/11/2017, 3751.4182N, 12215.8613W,37.857,-122.2644,18.75,261.4,66
04:36.0, 17/11/2017, 3751.4182N, 12215.8613W,37.857,-122.2644,18.93,261.22,66
04:37.0, 17/11/2017, 3751.4174N, 12215.8671W,37.857,-122.2645,18.93,261.22,65.5
04:37.0, 17/11/2017, 3751.4174N, 12215.8671W,37.857,-122.2645,19.1,261.05,65.5
04:38.0, 17/11/2017, 3751.4167N, 12215.8740W,37.8569,-122.2646,19.1,261.05,64.9
04:38.0, 17/11/2017, 3751.4167N, 12215.8740W,37.8569,-122.2646,19.42,260.27,64.9
04:39.0, 17/11/2017, 3751.4160N, 12215.8808W,37.8569,-122.2647,19.42,260.27,64.2
04:39.0, 17/11/2017, 3751.4160N, 12215.8808W,37.8569,-122.2647,19.64,259.15,64.2
04:40.0, 17/11/2017, 3751.4150N, 12215.8876W,37.8569,-122.2648,19.64,259.15,63.6
04:40.0, 17/11/2017, 3751.4150N, 12215.8876W,37.8569,-122.2648,19.48,258.76,63.6
04:41.0, 17/11/2017, 3751.4140N, 12215.8945W,37.8569,-122.2649,19.48,258.76,62.8
04:41.0, 17/11/2017, 3751.4140N, 12215.8945W,37.8569,-122.2649,20.04,258.72,62.8
04:42.0, 17/11/2017, 3751.4130N, 12215.9013W,37.8569,-122.265,20.04,258.72,62
04:42.0, 17/11/2017, 3751.4130N, 12215.9013W,37.8569,-122.265,20.07,258.32,62
04:43.0, 17/11/2017, 3751.4121N, 12215.9082W,37.8569,-122.2651,20.07,258.32,61.4
04:43.0, 17/11/2017, 3751.4121N, 12215.9082W,37.8569,-122.2651,20.65,257.95,61.4
04:44.0, 17/11/2017, 3751.4116N, 12215.9150W,37.8569,-122.2653,20.65,257.95,60.9
04:44.0, 17/11/2017, 3751.4116N, 12215.9150W,37.8569,-122.2653,20.66,260.45,60.9
04:45.0, 17/11/2017, 3751.4106N, 12215.9218W,37.8568,-122.2654,20.66,260.45,60.3
04:45.0, 17/11/2017, 3751.4106N, 12215.9218W,37.8568,-122.2654,20.65,261.15,60.3
04:46.0, 17/11/2017, 3751.4099N, 12215.9287W,37.8568,-122.2655,20.65,261.15,59.7
04:46.0, 17/11/2017, 3751.4099N, 12215.9287W,37.8568,-122.2655,19.47,263.05,59.7
04:47.0, 17/11/2017, 3751.4094N, 12215.9355W,37.8568,-122.2656,19.47,263.05,59.1
04:47.0, 17/11/2017, 3751.4094N, 12215.9355W,37.8568,-122.2656,18.23,264.04,59.1
04:48.0, 17/11/2017, 3751.4089N, 12215.9414W,37.8568,-122.2657,18.23,264.04,58.5
04:48.0, 17/11/2017, 3751.4089N, 12215.9414W,37.8568,-122.2657,17.26,262.87,58.5
04:49.0, 17/11/2017, 3751.4082N, 12215.9462W,37.8568,-122.2658,17.26,262.87,58
04:49.0, 17/11/2017, 3751.4082N, 12215.9462W,37.8568,-122.2658,11.92,257.24,58
04:50.0, 17/11/2017, 3751.4064N, 12215.9492W,37.8568,-122.2658,11.92,257.24,57.2
04:50.0, 17/11/2017, 3751.4064N, 12215.9492W,37.8568,-122.2658,9.66,209.55,57.2
04:51.0, 17/11/2017, 3751.4038N, 12215.9501W,37.8567,-122.2658,9.66,209.55,56.7
04:51.0, 17/11/2017, 3751.4038N, 12215.9501W,37.8567,-122.2658,9.86,184.76,56.7
04:52.0, 17/11/2017, 3751.4001N, 12215.9501W,37.8567,-122.2658,9.86,184.76,56.3
04:52.0, 17/11/2017, 3751.4001N, 12215.9501W,37.8567,-122.2658,13.05,173.1,56.3
04:53.0, 17/11/2017, 3751.3955N, 12215.9492W,37.8566,-122.2658,13.05,173.1,55.9
04:53.0, 17/11/2017, 3751.3955N, 12215.9492W,37.8566,-122.2658,17.01,171.27,55.9
04:54.0, 17/11/2017, 3751.3901N, 12215.9482W,37.8565,-122.2658,17.01,171.27,55.5
04:54.0, 17/11/2017, 3751.3901N, 12215.9482W,37.8565,-122.2658,19.16,171.96,55.5
04:55.0, 17/11/2017, 3751.3842N, 12215.9482W,37.8564,-122.2658,19.16,171.96,55
04:55.0, 17/11/2017, 3751.3842N, 12215.9482W,37.8564,-122.2658,20.15,173.12,55
04:56.0, 17/11/2017, 3751.3786N, 12215.9472W,37.8563,-122.2658,20.15,173.12,54.5
04:56.0, 17/11/2017, 3751.3786N, 12215.9472W,37.8563,-122.2658,19.55,173.17,54.5
