Time, Date, Latitude, Longitude, Latitudedegree, Longitudedegree, Speed, GPSangle, Altitude
12:56.0, 21/11/2017, 3752.4599N, 12215.4921W,37.8743,-122.2582,1.97,36.39,168.7
12:56.0, 21/11/2017, 3752.4599N, 12215.4921W,37.8743,-122.2582,1.83,17,168.7
12:57.0, 21/11/2017, 3752.4631N, 12215.4892W,37.8744,-122.2582,1.83,17,167.8
12:57.0, 21/11/2017, 3752.4631N, 12215.4892W,37.8744,-122.2582,0.93,13.55,167.8
12:58.0, 21/11/2017, 3752.4653N, 12215.4873W,37.8744,-122.2581,0.93,13.55,167.5
12:58.0, 21/11/2017, 3752.4653N, 12215.4873W,37.8744,-122.2581,1.03,15.14,167.5
12:59.0, 21/11/2017, 3752.4667N, 12215.4863W,37.8744,-122.2581,1.03,15.14,167.3
12:59.0, 21/11/2017, 3752.4667N, 12215.4863W,37.8744,-122.2581,1.07,17.65,167.3
13:00.0, 21/11/2017, 3752.4677N, 12215.4863W,37.8745,-122.2581,1.07,17.65,167.2
13:00.0, 21/11/2017, 3752.4677N, 12215.4863W,37.8745,-122.2581,0.95,7.2,167.2
13:01.0, 21/11/2017, 3752.4687N, 12215.4863W,37.8745,-122.2581,0.95,7.2,167.2
13:01.0, 21/11/2017, 3752.4687N, 12215.4863W,37.8745,-122.2581,0.99,356.58,167.2
13:02.0, 21/11/2017, 3752.4694N, 12215.4863W,37.8745,-122.2581,0.99,356.58,167.1
13:02.0, 21/11/2017, 3752.4694N, 12215.4863W,37.8745,-122.2581,0.91,346.7,167.1
13:03.0, 21/11/2017, 3752.4699N, 12215.4863W,37.8745,-122.2581,0.91,346.7,167
13:03.0, 21/11/2017, 3752.4699N, 12215.4863W,37.8745,-122.2581,0.85,336.75,167
13:04.0, 21/11/2017, 3752.4702N, 12215.4863W,37.8745,-122.2581,0.85,336.75,167
13:04.0, 21/11/2017, 3752.4702N, 12215.4863W,37.8745,-122.2581,0.82,333.44,167
13:05.0, 21/11/2017, 3752.4707N, 12215.4863W,37.8745,-122.2581,0.82,333.44,167
13:05.0, 21/11/2017, 3752.4707N, 12215.4863W,37.8745,-122.2581,0.78,324.89,167
13:06.0, 21/11/2017, 3752.4711N, 12215.4863W,37.8745,-122.2581,0.78,324.89,166.9
13:06.0, 21/11/2017, 3752.4711N, 12215.4863W,37.8745,-122.2581,0.71,333.08,166.9
13:07.0, 21/11/2017, 3752.4711N, 12215.4863W,37.8745,-122.2581,0.71,333.08,166.9
13:07.0, 21/11/2017, 3752.4711N, 12215.4863W,37.8745,-122.2581,0.55,351.89,166.9
13:08.0, 21/11/2017, 3752.4716N, 12215.4863W,37.8745,-122.2581,0.55,351.89,166.9
13:08.0, 21/11/2017, 3752.4716N, 12215.4863W,37.8745,-122.2581,0.52,8.73,166.9
13:09.0, 21/11/2017, 3752.4716N, 12215.4863W,37.8745,-122.2581,0.52,8.73,166.8
13:09.0, 21/11/2017, 3752.4716N, 12215.4863W,37.8745,-122.2581,0.34,357.44,166.8
13:10.0, 21/11/2017, 3752.4716N, 12215.4863W,37.8745,-122.2581,0.34,357.44,166.7
13:10.0, 21/11/2017, 3752.4716N, 12215.4863W,37.8745,-122.2581,0.25,21.48,166.7
13:11.0, 21/11/2017, 3752.4719N, 12215.4863W,37.8745,-122.2581,0.25,21.48,166.6
13:11.0, 21/11/2017, 3752.4719N, 12215.4863W,37.8745,-122.2581,0.29,345.07,166.6
13:12.0, 21/11/2017, 3752.4721N, 12215.4863W,37.8745,-122.2581,0.29,345.07,166.5
13:12.0, 21/11/2017, 3752.4721N, 12215.4863W,37.8745,-122.2581,0.29,355.53,166.5
13:13.0, 21/11/2017, 3752.4721N, 12215.4863W,37.8745,-122.2581,0.29,355.53,166.4
13:13.0, 21/11/2017, 3752.4721N, 12215.4863W,37.8745,-122.2581,0.17,353.05,166.4
13:14.0, 21/11/2017, 3752.4721N, 12215.4863W,37.8745,-122.2581,0.17,353.05,166.3
13:14.0, 21/11/2017, 3752.4721N, 12215.4863W,37.8745,-122.2581,0.09,131.08,166.3
13:15.0, 21/11/2017, 3752.4724N, 12215.4863W,37.8745,-122.2581,0.09,131.08,166.2
13:15.0, 21/11/2017, 3752.4724N, 12215.4863W,37.8745,-122.2581,0.02,284.21,166.2
13:16.0, 21/11/2017, 3752.4724N, 12215.4863W,37.8745,-122.2581,0.02,284.21,166.2
13:16.0, 21/11/2017, 3752.4724N, 12215.4863W,37.8745,-122.2581,0.12,68.78,166.2
13:17.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.12,68.78,166.1
13:17.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.36,353.1,166.1
13:18.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.36,353.1,166.1
13:18.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.42,357.61,166.1
13:19.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.42,357.61,166
13:19.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.25,26.28,166
13:20.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.25,26.28,166
13:20.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.13,329.27,166
13:21.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.13,329.27,165.9
13:21.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.11,323.32,165.9
13:22.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.11,323.32,165.9
13:22.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.14,331.25,165.9
13:23.0, 21/11/2017, 3752.4731N, 12215.4863W,37.8746,-122.2581,0.14,331.25,165.8
13:23.0, 21/11/2017, 3752.4731N, 12215.4863W,37.8746,-122.2581,0.41,14.76,165.8
13:24.0, 21/11/2017, 3752.4731N, 12215.4863W,37.8746,-122.2581,0.41,14.76,165.8
13:24.0, 21/11/2017, 3752.4731N, 12215.4863W,37.8746,-122.2581,0.43,350.15,165.8
13:25.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.43,350.15,165.8
13:25.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.09,47.29,165.8
13:26.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.09,47.29,165.8
13:26.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.15,117.92,165.8
13:27.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.15,117.92,165.8
13:27.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.05,38.79,165.8
13:28.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.05,38.79,165.8
13:28.0, 21/11/2017, 3752.4733N, 12215.4863W,37.8746,-122.2581,0.32,180.64,165.8
13:29.0, 21/11/2017, 3752.4731N, 12215.4863W,37.8746,-122.2581,0.32,180.64,165.8
13:29.0, 21/11/2017, 3752.4731N, 12215.4863W,37.8746,-122.2581,0.55,170.59,165.8
13:30.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.55,170.59,165.8
13:30.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.45,181.17,165.8
13:31.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.45,181.17,165.8
13:31.0, 21/11/2017, 3752.4729N, 12215.4863W,37.8745,-122.2581,0.83,169.42,165.8
13:32.0, 21/11/2017, 3752.4677N, 12215.4853W,37.8745,-122.2581,0.83,169.42,163.5
13:32.0, 21/11/2017, 3752.4677N, 12215.4853W,37.8745,-122.2581,1.01,167.99,163.5
13:33.0, 21/11/2017, 3752.4660N, 12215.4853W,37.8744,-122.2581,1.01,167.99,162.6
13:33.0, 21/11/2017, 3752.4660N, 12215.4853W,37.8744,-122.2581,0.83,173.02,162.6
13:34.0, 21/11/2017, 3752.4648N, 12215.4843W,37.8744,-122.2581,0.83,173.02,161.9
13:34.0, 21/11/2017, 3752.4648N, 12215.4843W,37.8744,-122.2581,0.58,156.32,161.9
13:35.0, 21/11/2017, 3752.4626N, 12215.4843W,37.8744,-122.2581,0.58,156.32,160.8
13:35.0, 21/11/2017, 3752.4626N, 12215.4843W,37.8744,-122.2581,0.58,163.44,160.8
13:36.0, 21/11/2017, 3752.4619N, 12215.4833W,37.8744,-122.2581,0.58,163.44,160.9
13:36.0, 21/11/2017, 3752.4619N, 12215.4833W,37.8744,-122.2581,0.46,162.26,160.9
13:37.0, 21/11/2017, 3752.4611N, 12215.4833W,37.8744,-122.2581,0.46,162.26,160.5
13:37.0, 21/11/2017, 3752.4611N, 12215.4833W,37.8744,-122.2581,0.59,145,160.5
13:38.0, 21/11/2017, 3752.4604N, 12215.4833W,37.8743,-122.2581,0.59,145,160
13:38.0, 21/11/2017, 3752.4604N, 12215.4833W,37.8743,-122.2581,0.49,172.37,160
13:39.0, 21/11/2017, 3752.4597N, 12215.4833W,37.8743,-122.2581,0.49,172.37,159.8
13:39.0, 21/11/2017, 3752.4597N, 12215.4833W,37.8743,-122.2581,0.48,163.06,159.8
13:40.0, 21/11/2017, 3752.4594N, 12215.4833W,37.8743,-122.2581,0.48,163.06,159.4
13:40.0, 21/11/2017, 3752.4594N, 12215.4833W,37.8743,-122.2581,0.44,168.51,159.4
13:41.0, 21/11/2017, 3752.4589N, 12215.4833W,37.8743,-122.2581,0.44,168.51,159
13:41.0, 21/11/2017, 3752.4589N, 12215.4833W,37.8743,-122.2581,0.38,164.16,159
13:42.0, 21/11/2017, 3752.4587N, 12215.4833W,37.8743,-122.2581,0.38,164.16,159
13:42.0, 21/11/2017, 3752.4587N, 12215.4833W,37.8743,-122.2581,0.39,191.38,159
13:43.0, 21/11/2017, 3752.4587N, 12215.4833W,37.8743,-122.2581,0.39,191.38,159
13:43.0, 21/11/2017, 3752.4587N, 12215.4833W,37.8743,-122.2581,0.36,182.54,159
13:44.0, 21/11/2017, 3752.4584N, 12215.4833W,37.8743,-122.2581,0.36,182.54,159
13:44.0, 21/11/2017, 3752.4584N, 12215.4833W,37.8743,-122.2581,0.18,173.47,159
13:45.0, 21/11/2017, 3752.4584N, 12215.4833W,37.8743,-122.2581,0.18,173.47,159
13:45.0, 21/11/2017, 3752.4584N, 12215.4833W,37.8743,-122.2581,0.38,148.9,159
13:46.0, 21/11/2017, 3752.4584N, 12215.4833W,37.8743,-122.2581,0.38,148.9,159
13:46.0, 21/11/2017, 3752.4584N, 12215.4833W,37.8743,-122.2581,0.27,150.83,159
13:47.0, 21/11/2017, 3752.4584N, 12215.4824W,37.8743,-122.258,0.27,150.83,159
13:47.0, 21/11/2017, 3752.4584N, 12215.4824W,37.8743,-122.258,0.44,159.38,159
13:48.0, 21/11/2017, 3752.4582N, 12215.4824W,37.8743,-122.258,0.44,159.38,159
13:48.0, 21/11/2017, 3752.4582N, 12215.4824W,37.8743,-122.258,0.54,176.64,159
13:49.0, 21/11/2017, 3752.4580N, 12215.4824W,37.8743,-122.258,0.54,176.64,158.9
13:49.0, 21/11/2017, 3752.4580N, 12215.4824W,37.8743,-122.258,0.46,181.85,158.9
13:50.0, 21/11/2017, 3752.4580N, 12215.4824W,37.8743,-122.258,0.46,181.85,158.9
13:50.0, 21/11/2017, 3752.4580N, 12215.4824W,37.8743,-122.258,0.43,152.57,158.9
13:51.0, 21/11/2017, 3752.4577N, 12215.4824W,37.8743,-122.258,0.43,152.57,158.9
13:51.0, 21/11/2017, 3752.4577N, 12215.4824W,37.8743,-122.258,0.41,127.46,158.9
13:52.0, 21/11/2017, 3752.4577N, 12215.4824W,37.8743,-122.258,0.41,127.46,158.9
13:52.0, 21/11/2017, 3752.4577N, 12215.4824W,37.8743,-122.258,0.48,145.05,158.9
13:53.0, 21/11/2017, 3752.4575N, 12215.4824W,37.8743,-122.258,0.48,145.05,158.9
13:53.0, 21/11/2017, 3752.4575N, 12215.4824W,37.8743,-122.258,0.55,148.49,158.9
13:54.0, 21/11/2017, 3752.4575N, 12215.4824W,37.8743,-122.258,0.55,148.49,158.9
13:54.0, 21/11/2017, 3752.4575N, 12215.4824W,37.8743,-122.258,0.57,156.11,158.9
13:55.0, 21/11/2017, 3752.4575N, 12215.4824W,37.8743,-122.258,0.57,156.11,158.9
13:55.0, 21/11/2017, 3752.4575N, 12215.4824W,37.8743,-122.258,0.6,140.85,158.9
13:56.0, 21/11/2017, 3752.4570N, 12215.4824W,37.8743,-122.258,0.6,140.85,158.6
13:56.0, 21/11/2017, 3752.4570N, 12215.4824W,37.8743,-122.258,0.57,134.79,158.6
13:57.0, 21/11/2017, 3752.4562N, 12215.4824W,37.8743,-122.258,0.57,134.79,158.4
13:57.0, 21/11/2017, 3752.4562N, 12215.4824W,37.8743,-122.258,0.74,145.16,158.4
13:58.0, 21/11/2017, 3752.4558N, 12215.4814W,37.8743,-122.258,0.74,145.16,158.1
13:58.0, 21/11/2017, 3752.4558N, 12215.4814W,37.8743,-122.258,0.72,152.71,158.1
13:59.0, 21/11/2017, 3752.4555N, 12215.4824W,37.8743,-122.258,0.72,152.71,157.9
13:59.0, 21/11/2017, 3752.4555N, 12215.4824W,37.8743,-122.258,0.48,161.18,157.9
14:00.0, 21/11/2017, 3752.4553N, 12215.4824W,37.8743,-122.258,0.48,161.18,157.7
14:00.0, 21/11/2017, 3752.4553N, 12215.4824W,37.8743,-122.258,0.48,144.73,157.7
14:01.0, 21/11/2017, 3752.4550N, 12215.4824W,37.8743,-122.258,0.48,144.73,157.6
14:01.0, 21/11/2017, 3752.4550N, 12215.4824W,37.8743,-122.258,0.47,152.68,157.6
14:02.0, 21/11/2017, 3752.4550N, 12215.4824W,37.8743,-122.258,0.47,152.68,157.4
14:02.0, 21/11/2017, 3752.4550N, 12215.4824W,37.8743,-122.258,0.35,152.64,157.4
14:03.0, 21/11/2017, 3752.4550N, 12215.4824W,37.8743,-122.258,0.35,152.64,157.4
14:03.0, 21/11/2017, 3752.4550N, 12215.4824W,37.8743,-122.258,0.17,122.41,157.4
14:04.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.17,122.41,157.4
14:04.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.36,107.19,157.4
14:05.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.36,107.19,157.4
14:05.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.12,85.32,157.4
14:06.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.12,85.32,157.4
14:06.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.14,143.8,157.4
14:07.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.14,143.8,157.4
14:07.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.06,129.28,157.4
14:08.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.06,129.28,157.4
14:08.0, 21/11/2017, 3752.4550N, 12215.4814W,37.8743,-122.258,0.09,110.92,157.4
14:09.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.09,110.92,157.4
14:09.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.08,127.87,157.4
14:10.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.08,127.87,157.4
14:10.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.11,123.01,157.4
14:11.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.11,123.01,157.4
14:11.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.3,147.01,157.4
14:12.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.3,147.01,157.4
14:12.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.33,136.92,157.4
14:13.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.33,136.92,157.4
14:13.0, 21/11/2017, 3752.4548N, 12215.4814W,37.8742,-122.258,0.2,160.9,157.4
14:14.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.2,160.9,157.4
14:14.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.15,99.29,157.4
14:15.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.15,99.29,157.4
14:15.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.17,114.84,157.4
14:16.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.17,114.84,157.4
14:16.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.13,187.88,157.4
14:17.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.13,187.88,157.4
14:17.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.2,161.99,157.4
14:18.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.2,161.99,157.4
14:18.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.35,158.34,157.4
14:19.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.35,158.34,157.3
14:19.0, 21/11/2017, 3752.4545N, 12215.4814W,37.8742,-122.258,0.33,154.86,157.3
14:20.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.33,154.86,157.3
14:20.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.3,155.46,157.3
14:21.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.3,155.46,157.3
14:21.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.15,102.2,157.3
14:22.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.15,102.2,157.3
14:22.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.12,140.76,157.3
14:23.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.12,140.76,157.3
14:23.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.14,141.12,157.3
14:24.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.14,141.12,157.3
14:24.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.12,109.18,157.3
14:25.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.12,109.18,157.3
14:25.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.08,331.17,157.3
14:26.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.08,331.17,157.3
14:26.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.07,312.14,157.3
14:27.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.07,312.14,157.3
14:27.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.09,307.01,157.3
14:28.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.09,307.01,157.3
14:28.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.16,227.85,157.3
14:29.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.16,227.85,157.3
14:29.0, 21/11/2017, 3752.4543N, 12215.4814W,37.8742,-122.258,0.24,153.69,157.3
14:30.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.24,153.69,157.3
14:30.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.18,169.15,157.3
14:31.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.18,169.15,157.3
14:31.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.23,155.97,157.3
14:32.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.23,155.97,157.3
14:32.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.23,153,157.3
14:33.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.23,153,157.3
14:33.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.32,121.23,157.3
14:34.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.32,121.23,157.3
14:34.0, 21/11/2017, 3752.4541N, 12215.4814W,37.8742,-122.258,0.39,140.28,157.3
14:35.0, 21/11/2017, 3752.4538N, 12215.4804W,37.8742,-122.258,0.39,140.28,157.3
14:35.0, 21/11/2017, 3752.4538N, 12215.4804W,37.8742,-122.258,0.39,147.08,157.3
14:36.0, 21/11/2017, 3752.4538N, 12215.4804W,37.8742,-122.258,0.39,147.08,157.3
14:36.0, 21/11/2017, 3752.4538N, 12215.4804W,37.8742,-122.258,0.29,137.5,157.3
14:37.0, 21/11/2017, 3752.4538N, 12215.4804W,37.8742,-122.258,0.29,137.5,157.3
14:37.0, 21/11/2017, 3752.4538N, 12215.4804W,37.8742,-122.258,0.28,136.78,157.3
14:38.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.28,136.78,157.3
14:38.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.27,160.95,157.3
14:39.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.27,160.95,157.2
14:39.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.2,167.67,157.2
14:40.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.2,167.67,157.2
14:40.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.13,151.86,157.2
14:41.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.13,151.86,157.2
14:41.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.24,155.98,157.2
14:42.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.24,155.98,157.2
14:42.0, 21/11/2017, 3752.4536N, 12215.4804W,37.8742,-122.258,0.18,172.35,157.2
