Time, Date, Latitude, Longitude, Latitudedegree, Longitudedegree, Speed, GPSangle, Altitude
29:49.0, 23/11/2017, 3751.3947N, 12215.3984W,37.8566,-122.2566,26.21,80.8,55.5
29:50.0, 23/11/2017, 3751.3955N, 12215.3886W,37.8566,-122.2565,26.21,80.8,55.8
29:50.0, 23/11/2017, 3751.3955N, 12215.3886W,37.8566,-122.2565,26.56,81.72,55.8
29:51.0, 23/11/2017, 3751.3967N, 12215.3798W,37.8566,-122.2563,26.56,81.72,56.2
29:51.0, 23/11/2017, 3751.3967N, 12215.3798W,37.8566,-122.2563,26.39,81.37,56.2
29:52.0, 23/11/2017, 3751.3979N, 12215.3701W,37.8566,-122.2562,26.39,81.37,56.7
29:52.0, 23/11/2017, 3751.3979N, 12215.3701W,37.8566,-122.2562,26.34,80.65,56.7
29:53.0, 23/11/2017, 3751.3991N, 12215.3613W,37.8567,-122.256,26.34,80.65,57.2
29:53.0, 23/11/2017, 3751.3991N, 12215.3613W,37.8567,-122.256,25.89,80.76,57.2
29:54.0, 23/11/2017, 3751.4003N, 12215.3515W,37.8567,-122.2559,25.89,80.76,57.6
29:54.0, 23/11/2017, 3751.4003N, 12215.3515W,37.8567,-122.2559,25.68,80.82,57.6
29:55.0, 23/11/2017, 3751.4016N, 12215.3427W,37.8567,-122.2557,25.68,80.82,57.9
29:55.0, 23/11/2017, 3751.4016N, 12215.3427W,37.8567,-122.2557,25.73,80.47,57.9
29:56.0, 23/11/2017, 3751.4030N, 12215.3339W,37.8567,-122.2556,25.73,80.47,58.3
29:56.0, 23/11/2017, 3751.4030N, 12215.3339W,37.8567,-122.2556,25.78,80.23,58.3
29:57.0, 23/11/2017, 3751.4042N, 12215.3251W,37.8567,-122.2554,25.78,80.23,58.7
29:57.0, 23/11/2017, 3751.4042N, 12215.3251W,37.8567,-122.2554,25.63,78.69,58.7
29:58.0, 23/11/2017, 3751.4060N, 12215.3164W,37.8568,-122.2553,25.63,78.69,59.3
29:58.0, 23/11/2017, 3751.4060N, 12215.3164W,37.8568,-122.2553,26.36,68.98,59.3
29:59.0, 23/11/2017, 3751.4079N, 12215.3076W,37.8568,-122.2551,26.36,68.98,60.3
29:59.0, 23/11/2017, 3751.4079N, 12215.3076W,37.8568,-122.2551,26.42,71.75,60.3
30:00.0, 23/11/2017, 3751.4096N, 12215.2978W,37.8568,-122.255,26.42,71.75,61.7
30:00.0, 23/11/2017, 3751.4096N, 12215.2978W,37.8568,-122.255,26.58,76.34,61.7
30:01.0, 23/11/2017, 3751.4113N, 12215.2890W,37.8569,-122.2548,26.58,76.34,62.4
30:01.0, 23/11/2017, 3751.4113N, 12215.2890W,37.8569,-122.2548,26.61,75.29,62.4
30:02.0, 23/11/2017, 3751.4130N, 12215.2802W,37.8569,-122.2547,26.61,75.29,62.9
30:02.0, 23/11/2017, 3751.4130N, 12215.2802W,37.8569,-122.2547,26.63,76.32,62.9
30:03.0, 23/11/2017, 3751.4138N, 12215.2705W,37.8569,-122.2545,26.63,76.32,62.7
30:03.0, 23/11/2017, 3751.4138N, 12215.2705W,37.8569,-122.2545,25.92,80.05,62.7
30:04.0, 23/11/2017, 3751.4150N, 12215.2617W,37.8569,-122.2544,25.92,80.05,63.2
30:04.0, 23/11/2017, 3751.4150N, 12215.2617W,37.8569,-122.2544,25.14,77,63.2
30:05.0, 23/11/2017, 3751.4165N, 12215.2529W,37.8569,-122.2542,25.14,77,63.6
30:05.0, 23/11/2017, 3751.4165N, 12215.2529W,37.8569,-122.2542,24.37,78.84,63.6
30:06.0, 23/11/2017, 3751.4174N, 12215.2451W,37.857,-122.2541,24.37,78.84,64.3
30:06.0, 23/11/2017, 3751.4174N, 12215.2451W,37.857,-122.2541,22.77,81.32,64.3
30:07.0, 23/11/2017, 3751.4184N, 12215.2373W,37.857,-122.254,22.77,81.32,64.9
30:07.0, 23/11/2017, 3751.4184N, 12215.2373W,37.857,-122.254,21.83,81.57,64.9
30:08.0, 23/11/2017, 3751.4189N, 12215.2294W,37.857,-122.2538,21.83,81.57,65.5
30:08.0, 23/11/2017, 3751.4189N, 12215.2294W,37.857,-122.2538,21.17,83.26,65.5
30:09.0, 23/11/2017, 3751.4196N, 12215.2226W,37.857,-122.2537,21.17,83.26,66
30:09.0, 23/11/2017, 3751.4196N, 12215.2226W,37.857,-122.2537,20.29,84.1,66
30:10.0, 23/11/2017, 3751.4204N, 12215.2158W,37.857,-122.2536,20.29,84.1,66.6
30:10.0, 23/11/2017, 3751.4204N, 12215.2158W,37.857,-122.2536,19.52,80.83,66.6
30:11.0, 23/11/2017, 3751.4213N, 12215.2089W,37.857,-122.2535,19.52,80.83,67.1
30:11.0, 23/11/2017, 3751.4213N, 12215.2089W,37.857,-122.2535,19.26,81.22,67.1
30:12.0, 23/11/2017, 3751.4216N, 12215.2031W,37.857,-122.2534,19.26,81.22,67.6
30:12.0, 23/11/2017, 3751.4216N, 12215.2031W,37.857,-122.2534,17.93,84.19,67.6
30:13.0, 23/11/2017, 3751.4216N, 12215.1972W,37.857,-122.2533,17.93,84.19,68.1
30:13.0, 23/11/2017, 3751.4216N, 12215.1972W,37.857,-122.2533,15.3,87.32,68.1
30:14.0, 23/11/2017, 3751.4213N, 12215.1933W,37.857,-122.2532,15.3,87.32,68.5
30:14.0, 23/11/2017, 3751.4213N, 12215.1933W,37.857,-122.2532,12.16,89.63,68.5
30:15.0, 23/11/2017, 3751.4199N, 12215.1904W,37.857,-122.2532,12.16,89.63,68.9
30:15.0, 23/11/2017, 3751.4199N, 12215.1904W,37.857,-122.2532,9.27,97.94,68.9
30:16.0, 23/11/2017, 3751.4191N, 12215.1884W,37.857,-122.2531,9.27,97.94,69.4
30:16.0, 23/11/2017, 3751.4191N, 12215.1884W,37.857,-122.2531,4.81,127.72,69.4
30:17.0, 23/11/2017, 3751.4179N, 12215.1884W,37.857,-122.2531,4.81,127.72,69.7
30:17.0, 23/11/2017, 3751.4179N, 12215.1884W,37.857,-122.2531,3.17,166.74,69.7
30:18.0, 23/11/2017, 3751.4169N, 12215.1894W,37.8569,-122.2532,3.17,166.74,69.9
30:18.0, 23/11/2017, 3751.4169N, 12215.1894W,37.8569,-122.2532,2.99,197.33,69.9
30:19.0, 23/11/2017, 3751.4165N, 12215.1904W,37.8569,-122.2532,2.99,197.33,70.1
30:19.0, 23/11/2017, 3751.4165N, 12215.1904W,37.8569,-122.2532,2.7,197.33,70.1
30:20.0, 23/11/2017, 3751.4160N, 12215.1904W,37.8569,-122.2532,2.7,197.33,70.3
30:20.0, 23/11/2017, 3751.4160N, 12215.1904W,37.8569,-122.2532,1.85,197.33,70.3
30:21.0, 23/11/2017, 3751.4157N, 12215.1914W,37.8569,-122.2532,1.85,197.33,70.5
30:21.0, 23/11/2017, 3751.4157N, 12215.1914W,37.8569,-122.2532,1.17,197.33,70.5
30:22.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,1.17,197.33,70.6
30:22.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.47,197.33,70.6
30:23.0, 23/11/2017, 3751.4157N, 12215.1914W,37.8569,-122.2532,0.47,197.33,70.4
30:23.0, 23/11/2017, 3751.4157N, 12215.1914W,37.8569,-122.2532,0.27,197.33,70.4
30:24.0, 23/11/2017, 3751.4157N, 12215.1914W,37.8569,-122.2532,0.27,197.33,70.6
30:24.0, 23/11/2017, 3751.4157N, 12215.1914W,37.8569,-122.2532,0.29,197.33,70.6
30:25.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.29,197.33,70.6
30:25.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.17,197.33,70.6
30:26.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.17,197.33,70.7
30:26.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.16,197.33,70.7
30:27.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.16,197.33,70.7
30:27.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.18,197.33,70.7
30:28.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.18,197.33,70.7
30:28.0, 23/11/2017, 3751.4155N, 12215.1914W,37.8569,-122.2532,0.21,197.33,70.7
30:29.0, 23/11/2017, 3751.4155N, 12215.1923W,37.8569,-122.2532,0.21,197.33,70.8
30:29.0, 23/11/2017, 3751.4155N, 12215.1923W,37.8569,-122.2532,0.18,197.33,70.8
30:30.0, 23/11/2017, 3751.4155N, 12215.1923W,37.8569,-122.2532,0.18,197.33,70.8
30:30.0, 23/11/2017, 3751.4155N, 12215.1923W,37.8569,-122.2532,0.33,197.33,70.8
30:31.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.33,197.33,70.8
30:31.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.31,197.33,70.8
30:32.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.31,197.33,70.8
30:32.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.16,197.33,70.8
30:33.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.16,197.33,70.8
30:33.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.18,197.33,70.8
30:34.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.18,197.33,70.8
30:34.0, 23/11/2017, 3751.4157N, 12215.1923W,37.8569,-122.2532,0.21,197.33,70.8
30:35.0, 23/11/2017, 3751.4160N, 12215.1923W,37.8569,-122.2532,0.21,197.33,70.8
30:35.0, 23/11/2017, 3751.4160N, 12215.1923W,37.8569,-122.2532,0.3,197.33,70.8
30:36.0, 23/11/2017, 3751.4160N, 12215.1923W,37.8569,-122.2532,0.3,197.33,70.9
30:36.0, 23/11/2017, 3751.4160N, 12215.1923W,37.8569,-122.2532,0.36,197.33,70.9
30:37.0, 23/11/2017, 3751.4160N, 12215.1923W,37.8569,-122.2532,0.36,197.33,70.9
30:37.0, 23/11/2017, 3751.4160N, 12215.1923W,37.8569,-122.2532,0.39,197.33,70.9
30:38.0, 23/11/2017, 3751.4162N, 12215.1923W,37.8569,-122.2532,0.39,197.33,70.9
30:38.0, 23/11/2017, 3751.4162N, 12215.1923W,37.8569,-122.2532,0.39,197.33,70.9
30:39.0, 23/11/2017, 3751.4162N, 12215.1923W,37.8569,-122.2532,0.39,197.33,70.9
30:39.0, 23/11/2017, 3751.4162N, 12215.1923W,37.8569,-122.2532,0.29,197.33,70.9
30:40.0, 23/11/2017, 3751.4162N, 12215.1923W,37.8569,-122.2532,0.29,197.33,70.9
30:40.0, 23/11/2017, 3751.4162N, 12215.1923W,37.8569,-122.2532,0.25,197.33,70.9
30:41.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.25,197.33,70.9
30:41.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.19,197.33,70.9
30:42.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.19,197.33,70.9
30:42.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.09,197.33,70.9
30:43.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.09,197.33,71
30:43.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.13,197.33,71
30:44.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.13,197.33,71
30:44.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.07,197.33,71
30:45.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.07,197.33,71
30:45.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.03,197.33,71
30:46.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.03,197.33,71
30:46.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.06,197.33,71
30:47.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.06,197.33,71
30:47.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.07,197.33,71
30:48.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.07,197.33,71.1
30:48.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.04,197.33,71.1
30:49.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.04,197.33,71.1
30:49.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.23,197.33,71.1
30:50.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,0.23,197.33,71.1
30:50.0, 23/11/2017, 3751.4165N, 12215.1923W,37.8569,-122.2532,2.73,197.33,71.1
30:51.0, 23/11/2017, 3751.4169N, 12215.1904W,37.8569,-122.2532,2.73,197.33,71
30:51.0, 23/11/2017, 3751.4169N, 12215.1904W,37.8569,-122.2532,7.66,62.75,71
30:52.0, 23/11/2017, 3751.4191N, 12215.1875W,37.857,-122.2531,7.66,62.75,71.1
30:52.0, 23/11/2017, 3751.4191N, 12215.1875W,37.857,-122.2531,8.09,63.06,71.1
30:53.0, 23/11/2017, 3751.4218N, 12215.1826W,37.857,-122.253,8.09,63.06,71.2
30:53.0, 23/11/2017, 3751.4218N, 12215.1826W,37.857,-122.253,15.8,55.92,71.2
30:54.0, 23/11/2017, 3751.4235N, 12215.1777W,37.8571,-122.253,15.8,55.92,71.4
30:54.0, 23/11/2017, 3751.4235N, 12215.1777W,37.8571,-122.253,16.98,61.43,71.4
30:55.0, 23/11/2017, 3751.4250N, 12215.1708W,37.8571,-122.2528,16.98,61.43,71.8
30:55.0, 23/11/2017, 3751.4250N, 12215.1708W,37.8571,-122.2528,18.93,67.57,71.8
30:56.0, 23/11/2017, 3751.4262N, 12215.1640W,37.8571,-122.2527,18.93,67.57,72.4
30:56.0, 23/11/2017, 3751.4262N, 12215.1640W,37.8571,-122.2527,20.81,74.81,72.4
30:57.0, 23/11/2017, 3751.4272N, 12215.1562W,37.8571,-122.2526,20.81,74.81,73.1
30:57.0, 23/11/2017, 3751.4272N, 12215.1562W,37.8571,-122.2526,21.97,76.88,73.1
30:58.0, 23/11/2017, 3751.4284N, 12215.1484W,37.8571,-122.2525,21.97,76.88,73.7
30:58.0, 23/11/2017, 3751.4284N, 12215.1484W,37.8571,-122.2525,21.62,75.44,73.7
30:59.0, 23/11/2017, 3751.4299N, 12215.1406W,37.8572,-122.2523,21.62,75.44,74.4
30:59.0, 23/11/2017, 3751.4299N, 12215.1406W,37.8572,-122.2523,21.3,75.29,74.4
31:00.0, 23/11/2017, 3751.4318N, 12215.1337W,37.8572,-122.2522,21.3,75.29,74.9
31:00.0, 23/11/2017, 3751.4318N, 12215.1337W,37.8572,-122.2522,21.02,72.37,74.9
31:01.0, 23/11/2017, 3751.4338N, 12215.1269W,37.8572,-122.2521,21.02,72.37,75.4
31:01.0, 23/11/2017, 3751.4338N, 12215.1269W,37.8572,-122.2521,19.96,69.65,75.4
31:02.0, 23/11/2017, 3751.4367N, 12215.1210W,37.8573,-122.252,19.96,69.65,75.8
31:02.0, 23/11/2017, 3751.4367N, 12215.1210W,37.8573,-122.252,19.41,61.25,75.8
31:03.0, 23/11/2017, 3751.4396N, 12215.1152W,37.8573,-122.2519,19.41,61.25,76.3
31:03.0, 23/11/2017, 3751.4396N, 12215.1152W,37.8573,-122.2519,19.93,59.82,76.3
31:04.0, 23/11/2017, 3751.4428N, 12215.1093W,37.8574,-122.2518,19.93,59.82,76.9
31:04.0, 23/11/2017, 3751.4428N, 12215.1093W,37.8574,-122.2518,20.32,58.88,76.9
31:05.0, 23/11/2017, 3751.4458N, 12215.1025W,37.8574,-122.2517,20.32,58.88,77.4
31:05.0, 23/11/2017, 3751.4458N, 12215.1025W,37.8574,-122.2517,20.69,58.06,77.4
31:06.0, 23/11/2017, 3751.4492N, 12215.0966W,37.8575,-122.2516,20.69,58.06,78
31:06.0, 23/11/2017, 3751.4492N, 12215.0966W,37.8575,-122.2516,21.15,58.26,78
31:07.0, 23/11/2017, 3751.4521N, 12215.0898W,37.8575,-122.2515,21.15,58.26,78.6
31:07.0, 23/11/2017, 3751.4521N, 12215.0898W,37.8575,-122.2515,21.54,58.82,78.6
31:08.0, 23/11/2017, 3751.4550N, 12215.0830W,37.8576,-122.2514,21.54,58.82,79.1
31:08.0, 23/11/2017, 3751.4550N, 12215.0830W,37.8576,-122.2514,21.82,59.57,79.1
31:09.0, 23/11/2017, 3751.4577N, 12215.0761W,37.8576,-122.2513,21.82,59.57,79.7
31:09.0, 23/11/2017, 3751.4577N, 12215.0761W,37.8576,-122.2513,22.53,61.59,79.7
31:10.0, 23/11/2017, 3751.4606N, 12215.0683W,37.8577,-122.2511,22.53,61.59,80.3
31:10.0, 23/11/2017, 3751.4606N, 12215.0683W,37.8577,-122.2511,23.24,61.74,80.3
31:11.0, 23/11/2017, 3751.4628N, 12215.0605W,37.8577,-122.251,23.24,61.74,80.8
31:11.0, 23/11/2017, 3751.4628N, 12215.0605W,37.8577,-122.251,23.59,65.59,80.8
31:12.0, 23/11/2017, 3751.4650N, 12215.0527W,37.8577,-122.2509,23.59,65.59,81
31:12.0, 23/11/2017, 3751.4650N, 12215.0527W,37.8577,-122.2509,23.64,68.74,81
31:13.0, 23/11/2017, 3751.4672N, 12215.0449W,37.8578,-122.2508,23.64,68.74,81.3
31:13.0, 23/11/2017, 3751.4672N, 12215.0449W,37.8578,-122.2508,23.67,70.05,81.3
31:14.0, 23/11/2017, 3751.4677N, 12215.0361W,37.8578,-122.2506,23.67,70.05,81.7
